4.6,5
3.4,1
5.0,10
5.2,4
5.6,4
4.8,4
3.6,17
3.4,1
3.6,10
5.4,41
4.8,4
4.6,7
4.0,1
5.4,9
3.2,1
3.6,1
4.8,4
4.4,1
4.2,19
4.8,2
4.2,1
5.0,4
2.2,0
6.0,1
5.2,4
3.6,1
5.6,40
4.6,90
4.6,61
4.0,3
3.8,1
4.6,4
4.4,2
6.8,37
5.6,79
4.6,7
4.8,16
3.8,34
4.6,59
5.4,46
5.2,10
6.4,19
6.4,31
5.4,4
4.8,1
4.4,2
3.2,2
5.6,13
3.6,22
4.2,10
5.0,4
5.8,4
5.6,10
5.0,1
4.4,11
4.0,15
4.2,19
4.4,19
5.0,4
3.6,4
3.4,1
5.0,16
3.6,2
3.4,43
4.2,4
2.6,1
4.8,3
5.4,4
5.2,6
5.4,70
3.4,0
5.0,2
5.2,85
4.2,1
5.6,4
6.0,115
4.6,7
4.8,112
5.0,5
5.6,34
3.8,7
4.4,13
5.2,7
4.8,115
3.4,1
5.6,10
7.2,4
5.4,3
5.4,43
4.2,4
5.4,4
5.0,4
4.6,4
3.8,2
3.0,0
3.2,0
4.2,13
4.0,1
4.8,4
4.8,2
5.6,40
4.8,3
4.4,7
4.4,8
4.0,1
5.4,2
4.4,6
6.0,4
5.6,25
2.6,1
4.4,2
6.2,19
5.2,4
2.6,1
5.8,138
5.6,36
4.0,1
3.4,126
6.6,25
5.0,40
4.6,9
4.2,1
4.6,3
4.0,4
4.2,61
3.8,7
5.2,2
4.4,4
5.0,2
3.4,1
5.2,1
4.8,4
4.2,3
5.4,1
5.4,3
5.4,1
4.6,1
4.8,16
3.8,4
5.6,13
3.4,13
3.8,4
3.2,2
6.0,37
4.2,2
4.4,0
4.8,15
3.2,1
6.4,6
3.6,1
4.0,13
5.0,14
5.6,2
4.4,0
4.2,3
5.2,15
4.2,34
5.4,15
4.0,4
4.6,7
5.4,1
4.4,1
3.4,0
4.2,3
4.6,1
4.0,1
4.6,4
4.0,1
6.2,55
5.8,16
3.6,1
4.2,4
4.4,17
6.2,34
4.4,4
3.8,4
4.8,4
4.4,4
5.4,12
4.8,4
4.4,0
4.8,1
4.0,13
5.4,4
6.8,4
4.2,3
5.2,109
4.6,22
5.0,49
3.4,1
5.2,67
3.0,4
5.0,6
4.4,4
4.0,34
4.0,4
4.4,2
4.0,10
5.8,2
4.2,4
4.8,40
4.8,3
5.8,9
4.2,28
5.8,10
5.2,205
3.6,1
5.6,6
4.8,16
4.2,5
4.0,62
4.2,6
5.4,10
3.8,42
5.2,4
5.0,2
6.0,4
5.2,4
5.2,5
5.4,7
5.0,10
5.2,6
4.4,13
4.8,13
5.0,2
4.6,7
4.4,10
4.8,3
4.0,28
6.0,301
5.8,3
3.0,0
3.6,2
5.6,2
5.4,40
5.0,19
4.8,19
4.6,2
5.8,4
4.0,30
4.4,4
7.0,4
6.4,5
5.6,4
4.2,0
6.0,7
4.8,43
2.6,1
4.6,10
3.6,115
4.2,1
6.6,5
5.4,3
6.0,7
3.2,1
4.0,4
5.2,151
2.8,1
4.6,1
4.2,1
4.4,3
6.4,22
4.0,4
4.0,7
4.6,4
5.0,24
6.8,6
5.0,22
3.6,73
4.8,31
5.6,5
3.2,1
4.2,4
3.4,1
4.2,3
4.6,0
3.2,1
4.6,4
3.4,1
3.2,1
4.6,2
4.2,5
4.2,0
4.8,1
4.2,3
5.4,73
3.6,0
6.6,7
4.4,4
3.0,0
4.6,7
3.8,7
4.4,1
4.4,4
4.8,46
5.2,3
4.2,4
4.8,25
5.6,11
4.4,4
5.2,5
4.8,19
6.0,19
4.8,3
4.6,3
5.6,8
2.8,2
4.8,13
4.0,76
3.4,1
5.2,1
6.0,16
3.4,7
5.2,4
4.6,10
5.0,10
5.6,1
5.0,2
3.4,1
5.2,16
5.0,1
3.8,34
4.4,4
4.2,9
5.0,7
5.4,10
5.2,2
5.8,7
4.2,41
3.6,1
5.2,4
4.0,34
4.2,3
5.2,13
6.4,52
3.2,9
3.6,1
4.0,1
4.2,7
3.2,7
4.2,2
4.6,2
4.4,2
3.2,2
4.0,28
