6.0,2
5.5,133
6.25,5
4.25,4
3.75,1
7.25,13
3.75,3
5.5,4
4.75,31
5.0,103
4.0,4
3.0,3
4.75,2
4.75,0
5.25,19
5.25,2
5.75,31
6.5,31
5.0,109
5.5,26
5.0,64
4.25,82
4.25,3
5.25,19
3.75,7
4.0,76
4.0,4
3.0,0
4.0,2
4.0,4
3.5,4
4.75,28
4.25,49
4.5,56
5.0,2
6.25,154
4.5,4
4.25,1
3.75,1
3.75,10
4.5,10
4.5,1
4.5,10
6.75,31
4.75,1
5.5,109
4.5,1
4.0,26
4.5,10
4.75,37
4.75,6
4.75,7
5.5,16
2.5,1
4.5,7
4.75,4
5.75,4
3.75,31
3.0,0
4.0,22
3.75,13
3.75,0
3.5,1
4.25,7
3.5,28
3.5,0
5.0,7
4.75,0
4.0,4
5.25,16
3.75,26
5.25,91
5.75,7
4.75,5
5.0,10
3.75,4
5.25,67
5.25,7
4.75,5
5.25,7
3.75,1
5.75,12
4.0,0
3.25,0
7.0,17
5.25,4
4.5,7
4.5,38
5.25,8
4.0,1
3.75,1
3.25,1
5.0,10
6.25,5
6.75,244
3.5,1
6.5,6
5.5,7
3.25,34
3.75,16
5.0,28
5.25,28
4.25,1
6.0,10
5.0,73
5.0,7
4.5,4
4.5,2
4.0,0
6.5,9
4.5,1
4.25,1
4.25,3
3.75,2
3.75,1
4.25,3
3.75,67
6.0,19
5.0,9
6.0,4
4.5,148
3.5,2
5.5,13
5.5,73
4.25,19
4.0,4
4.75,13
5.25,19
5.5,5
5.0,3
3.5,0
5.0,1
5.25,7
4.75,7
4.25,2
4.75,1
5.25,6
5.5,2
5.0,4
4.0,4
5.75,20
5.25,4
4.75,64
3.75,42
4.5,4
3.75,4
4.0,1
6.25,4
3.25,0
4.75,8
3.75,12
4.75,5
3.75,13
3.5,70
5.25,91
4.25,3
3.75,4
4.0,4
4.25,5
6.0,16
6.25,1
4.5,19
6.0,7
5.5,1
4.25,4
4.0,1
4.5,76
4.75,61
2.5,4
4.25,13
4.75,25
6.25,25
3.25,8
2.75,1
4.25,4
3.75,247
2.75,13
5.0,4
3.0,2
3.5,52
4.25,4
3.75,3
3.0,7
4.5,10
3.0,1
5.0,4
5.75,67
4.5,79
4.25,10
3.75,1
5.5,4
4.0,10
5.25,4
4.0,2
5.25,25
3.25,13
5.25,28
4.5,20
5.25,13
3.75,4
3.5,4
4.0,25
3.5,3
3.75,3
3.25,43
3.75,4
4.5,100
4.5,13
5.25,4
5.25,28
4.75,10
4.0,4
6.0,3
5.0,10
2.75,1
4.5,4
4.75,7
6.0,58
4.5,7
3.0,2
4.0,31
6.25,49
4.25,4
4.0,2
4.75,88
5.25,4
6.0,25
2.75,1
6.0,4
5.5,2
4.0,4
5.5,73
4.75,16
3.0,1
5.25,3
2.75,4
4.75,4
5.0,4
2.25,1
4.25,103
6.0,13
4.25,46
4.75,32
2.25,1
5.0,25
3.25,0
5.75,4
4.0,10
5.0,4
5.0,2
3.0,4
6.0,13
4.5,7
5.5,13
3.75,0
3.75,7
6.5,76
4.0,3
5.25,16
3.5,1
4.75,7
4.5,4
4.75,0
6.0,79
2.75,7
5.5,13
4.75,10
4.5,37
3.5,19
3.25,0
5.25,14
5.0,28
6.25,10
5.0,106
6.75,8
3.75,8
3.75,2
7.0,94
