4.4,11
10.0,400
9.0,400
8.4,400
6.8,400
5.4,11
5.8,7
6.6,400
7.6,8
7.4,400
6.2,11
6.8,400
6.2,5
6.0,400
6.0,400
7.8,400
6.0,400
7.0,400
7.2,400
6.6,13
9.0,400
7.2,400
6.6,400
4.0,400
5.6,400
7.4,400
6.4,8
5.6,400
7.0,5
6.0,0
8.0,4
8.8,400
7.6,400
7.2,400
10.8,400
7.0,400
6.4,400
7.8,400
5.8,14
7.2,400
5.4,400
5.2,11
5.8,400
5.2,400
6.2,7
4.2,400
6.8,2
3.8,5
10.6,400
8.0,8
9.2,1
8.4,400
6.0,400
7.2,400
5.8,400
7.0,400
8.8,400
5.4,8
7.6,14
7.6,400
7.8,8
10.4,400
5.4,400
5.0,7
7.2,17
4.8,400
6.6,400
8.8,400
7.8,10
10.2,400
6.2,5
9.0,2
8.8,400
6.8,400
6.6,400
9.4,400
6.6,4
6.8,400
4.2,8
7.2,400
9.2,400
7.6,400
8.0,13
7.6,11
7.2,400
6.0,400
5.0,14
10.0,0
4.4,1
7.4,400
7.0,11
6.4,14
8.0,400
6.2,3
6.2,1
7.2,14
6.6,4
7.0,400
9.4,400
8.4,400
