13.6,1000
10.8,1000
11.4,1000
8.8,1000
11.6,1000
10.2,11
16.2,1000
13.6,8
15.2,1000
9.8,1000
8.2,8
10.4,1000
11.8,17
13.4,9
11.4,1000
16.0,1000
9.6,3
8.4,1000
15.2,1000
13.6,4
9.0,1000
10.0,1000
15.4,1000
13.8,1000
15.6,1000
12.4,2
20.2,1000
5.8,5
11.4,1000
11.6,1000
12.2,1000
7.4,1000
14.6,1000
10.2,1000
12.6,1000
6.0,17
8.0,1000
8.8,1000
7.8,1000
11.8,1000
8.4,1000
15.0,1000
9.0,1000
12.4,1000
8.8,1000
9.2,4
15.4,1000
15.6,1000
16.0,1000
10.4,1000
6.8,11
9.2,5
10.8,1000
12.6,1000
11.2,1000
13.8,1000
17.2,1000
11.8,1000
13.6,1000
9.8,1000
12.6,1000
8.0,1000
6.6,1000
13.2,1000
12.8,1000
10.2,1000
10.4,2
14.0,1000
12.0,7
13.4,5
18.0,1000
14.2,1000
11.2,1000
12.4,1000
11.4,1000
11.8,1000
12.2,1000
13.4,1000
12.2,1000
10.6,1000
7.2,1000
16.4,1000
18.2,1000
15.6,1000
11.8,5
14.2,1000
15.2,1000
8.6,1000
9.0,1000
8.6,5
9.6,1000
13.8,1000
11.6,1000
9.0,1000
11.2,1000
13.4,1000
17.0,1000
7.8,1
9.8,1000
10.4,1000
