10.0,1600
13.8,1600
12.6,1600
13.8,1600
23.8,1600
14.2,1600
13.6,1600
17.4,1600
16.8,4
15.4,1
18.2,1600
23.2,1600
15.4,1600
17.4,1600
16.4,1600
16.0,1600
14.0,1600
15.0,1600
14.4,1600
19.4,1
17.0,1600
19.0,1600
12.0,1600
13.8,1600
14.6,1600
23.0,1600
11.0,4
19.6,1600
13.2,1600
15.6,1600
14.2,5
22.4,1600
19.6,1600
15.2,1600
18.8,1600
9.8,1600
8.8,1600
12.4,1600
15.2,4
21.0,1600
20.6,1600
15.6,1600
10.8,8
20.4,1600
16.8,1600
17.0,1600
8.6,1600
12.4,1600
12.0,1600
8.0,1600
20.6,1600
14.0,1600
10.6,1600
15.2,1600
15.6,1600
20.6,1600
18.6,1600
11.2,1600
16.6,1600
13.2,1600
17.4,1600
15.2,1600
10.8,1600
14.6,1600
18.8,1600
19.0,1600
10.8,1600
26.6,1600
9.2,13
13.0,2
12.6,8
14.8,1600
15.4,1600
11.0,1600
13.8,11
20.0,1600
18.8,1600
7.2,1600
24.2,1600
16.4,1600
7.4,1600
16.4,1600
19.4,1600
18.8,1600
18.4,1600
21.4,1600
16.6,1600
21.2,1600
21.0,1600
19.8,1600
13.8,1600
8.8,1600
19.2,1600
22.8,1600
15.4,5
13.4,1600
18.4,1600
13.0,8
10.6,1600
14.8,1600
